,model,seed,b,pion,metric,value
450,learn_5,61453,5.0,-211,v1,0.000899020109424786
451,learn_5,61453,5.0,-211,v2,0.02993876676241628
452,learn_5,61453,5.0,-211,v3,0.015306669820103303
453,learn_5,61453,5.0,-211,pt,7.3675
454,learn_5,61453,5.0,-211,e,6.0875
455,learn_5,61453,5.0,111,e_kl,0.046150954560042395
456,learn_5,61453,5.0,111,e_w1,0.03730958363722624
457,learn_5,61453,5.0,111,eta_kl,0.004277472496269706
458,learn_5,61453,5.0,111,eta_w1,0.03377764618061736
459,learn_5,61453,5.0,111,e_kl_0,0.18850170790211787
460,learn_5,61453,5.0,111,e_w1_0,0.10274648517370223
461,learn_5,61453,5.0,111,eta_kl_0,0.026045467111573
462,learn_5,61453,5.0,111,eta_w1_0,0.19970466973027218
463,learn_5,61453,5.0,111,v1,0.005778535580218647
464,learn_5,61453,5.0,111,v2,0.011303604733552363
465,learn_5,61453,5.0,111,v3,0.06861775235546319
466,learn_5,61453,5.0,111,pt,7.3675
467,learn_5,61453,5.0,111,e,6.0875
